channel_name	channel_code	alias_name
信阳公共频道	xinyang3	信阳公共频道/信阳公共/信阳电视台公共频道/信阳电视台公共/信阳公共台
石家庄三套	shijiazhuang3	石家庄三套/石家庄三/石家庄电视台生活频道/石家庄电视台生活/石家庄电视台3/石家庄电视台3频道/石家庄电视台3套/石家庄电视台三套/石家庄电视台三/石家庄3套/石家庄3/石家庄3台/石家庄三台/石家庄生活频道/石家庄生活/石家庄生活台
三门峡公共频道	sanmengxia2	三门峡公共频道/三门峡公共/三门峡电视台公共频道/三门峡电视台公共/三门峡2台/三门峡2/三门峡2套/三门峡二台/三门峡二/三门峡二套/三门峡公共台
秦皇岛影视台	qinhuangdao3	秦皇岛影视台/秦皇岛影视/秦皇岛电视台影视频道/秦皇岛电视台影视/秦皇岛3台/秦皇岛3/秦皇岛3套/秦皇岛三套/秦皇岛三/秦皇岛影视频道/qhd3/秦皇岛电视台3/秦皇岛三台
环球旅游	bamc6	环球旅游/数字电视环球旅游频道/数字电视环球旅游/环球旅游频道
时代风尚	bamc19	时代风尚
中国气象频道	china_weather_tv	中国气象频道/中国气象/cctv气象频道/cctv气象/数字电视中国气象频道/数字电视中国气象/气象频道/气象
孝感公共频道	xiaogan1	孝感公共频道/孝感公共/孝感电视台公共频道/孝感电视台公共/孝感公共台/孝感生活频道/孝感生活
孝感影视频道	xiaogan2	孝感影视频道/孝感影视/孝感电视台影视频道/孝感电视台影视/孝感影视台/孝感电影频道/孝感电影
江西教育	jxetv	江西教育/江西教育频道
高清探索频道地区	szthm_discovery2	高清探索频道地区/探索频道地区高清
漫游世界	hsmysj	漫游世界/华数漫游世界/漫游天下频道/漫游天下
沈阳导视	syds	沈阳导视
CINEMAX	cinemax_cn	cinemax/cinemax频道/hbo cinemax/cinemax电影/cinemax电影台/cinmax
CNN	cnn1	CNN/CNN国际新闻/CNN Asia/CNN schedule/CNN国际新闻网络/CNN国际台/CNN国际新闻台/CNN International/CNN Int'l/CNN Int’l/CNN 国际新闻网络/CNN新闻台/CNN US/CNNi 國際新聞網絡/CNN新闻/CNN INT
STAR MOVIES	star_movies_cn	star movies/卫视国际电影频道/卫视国际电影/星空国际电影频道/星空国际电影/卫视国际电影台/星空影院/卫视西片/卫视西片台/star movie
NHK WORLD TV	nhk_world_tv	nhk world tv/nhk world/nhkw
运城新闻综合频道	yctv1	运城新闻综合频道/运城新闻综合/运城电视台一套/运城电视台一/运城1套/运城1/运城电视台1套/运城电视台1/运城一套/运城一/运城一台
吴江电视剧频道	wjtv3	吴江电视剧频道/吴江电视剧/吴江电视台电视剧频道/吴江电视台电视剧
徐州新闻综合	xztv1	徐州新闻综合/徐州电视台新闻综合频道/徐州电视台新闻综合/徐州·1
徐州公共频道	xztv4	徐州公共频道/徐州公共/徐州电视台公共频道/徐州电视台公共/徐州·4
健康卫视	jkwshk	健康卫视
三沙卫视	sanshatv	三沙卫视
吉林教育	jletv	吉林教育/吉林教育电视台/吉林教育电视
吉林市公共频道	jlctv3	吉林市公共频道/吉林市公共/吉林市电视台公共民生频道/吉林市电视台公共民生/吉林市公共台
乌兰察布新闻综合	wlcbtv1	乌兰察布新闻综合/乌兰察布电视台新闻综合频道/乌兰察布电视台新闻综合/乌兰察布1/乌兰察布一台/乌兰察布一
鄂尔多斯汉语综合	eedstv1	鄂尔多斯汉语综合/鄂尔多斯广播电视台汉语综合频道 /鄂尔多斯广播电视台汉语综合频道/鄂尔多斯1/鄂尔多斯新闻综合频道/鄂尔多斯新闻综合/鄂尔多斯一台/鄂尔多斯一
九江一套	jxjjtv1	九江一套/九江一/九江电视台新闻综合频道/九江电视台新闻综合/jjtv1
九江二套	jxjjtv2	九江二套/九江二/九江电视台经济民生频道/九江电视台经济民生/jjtv2
天长影视频道	ahtctv2	天长影视频道/天长影视/天长电视台影视频道/天长电视台影视/天长影视台
盐城一套	yanchengtv1	盐城一套/盐城一/盐城电视台一套/盐城电视台一/盐城电视台新闻综合频道/盐城电视台新闻综合/盐城新闻综合/盐城新闻综合台
盐城二套	yanchengtv2	盐城二套/盐城二/盐城电视台二套/盐城电视台二/盐城电视台法制生活频道/盐城电视台法制生活/盐城法制生活/盐城法制生活台
乌鲁木齐妇女儿童	utv6	乌鲁木齐妇女儿童/乌鲁木齐电视台妇女儿童频道/乌鲁木齐电视台妇女儿童/乌鲁木齐台6/utv6/乌鲁木齐台六台/乌鲁木齐台六
昌吉综合频道	cjtv1	昌吉综合频道/昌吉综合/昌吉电视台综合频道/昌吉电视台综合
北仑生活娱乐频道	blshyl	北仑生活娱乐频道/北仑生活娱乐/北仑生活娱乐台
邯郸民生频道	hdtv_3	邯郸民生频道/邯郸民生/邯郸电视台民生频道/邯郸电视台民生/邯郸电视台民生都市频道/邯郸电视台民生都市/邯郸民生台
澳门莲花卫视	lotusbtv	澳门莲花卫视/莲花卫视/澳门莲花台/澳门莲花/澳门莲花电视台/澳门莲花电视
承德电视台2	chengdetv2	承德电视台2/承德电视台公共生活频道/承德电视台公共生活/承德电视台都市频道/承德电视台都市/承德都市频道/承德都市/承德公共生活
遵义都市频道	gzzytv2	遵义都市频道/遵义都市/遵义电视台都市频道/遵义电视台都市/遵义都市台
好剧赏析频道	gzzytv4	好剧赏析频道/好剧赏析/遵义好剧赏析频道/遵义好剧赏析/遵义影视购物台/遵义影视购物
蚌埠公共频道	ahbbtv3	蚌埠公共频道/蚌埠公共/蚌埠电视台公共频道/蚌埠电视台公共
马鞍山新闻频道	maanshantv1	马鞍山新闻频道/马鞍山新闻/马鞍山电视台新闻综合频道/马鞍山电视台新闻综合
芜湖教育频道	wuhutv4	芜湖教育频道/芜湖教育/芜湖电视台教育频道/芜湖电视台教育
金昌综合频道	gsjctv1	金昌综合频道/金昌综合/金昌电视台综合频道/金昌电视台综合/金昌综合台
攀枝花新闻综合	scpzhtv1	攀枝花新闻综合/攀枝花电视台新闻综合频道/攀枝花电视台新闻综合
萍乡公共频道	pxitv3	萍乡公共频道/萍乡公共/萍乡电视台公共频道/萍乡电视台公共
赣州三套	jxgztv3	赣州三套/赣州三/赣州电视台科教农业频道/赣州电视台科教农业/赣州三台
上饶一套	jxsrtv1	上饶一套/上饶一/上饶电视台新闻综合频道/上饶电视台新闻综合/srtv1/上饶一台
上饶二套	jxsrtv2	上饶二套/上饶二/上饶电视台公共频道/上饶电视台公共/srtv2/上饶二台
株洲法制频道	hnzztv3	株洲法制频道/株洲法制/株洲电视台法制频道/株洲电视台法制/株洲法制台
北海经济科教频道	bhtv2	北海经济科教频道/北海经济科教/北海电视台经济科教频道/北海电视台经济科教
菏泽新闻综合频道	hztv1	菏泽新闻综合频道/菏泽新闻综合/菏泽电视台综合频道/菏泽电视台综合/菏泽电视台一套/菏泽电视台一/菏泽一套/菏泽一/菏泽一台/菏泽新闻台/菏泽新闻
潮安综合频道	chaantv1	潮安综合频道/潮安综合/潮安电视台综合频道/潮安电视台综合
益阳乡村频道	yyrtvxc	益阳乡村频道/益阳乡村/益阳电视台乡村频道/益阳电视台乡村/益阳乡村台
TCB潮视	ecstv	tcb潮视/潮商卫视/潮视卫视
NEWTV惊悚悬疑	jsxuanyi	newtv惊悚悬疑
魅力青春	mlqingchun	魅力青春
丽水文化休闲频道	lswhxx	丽水文化休闲频道/丽水文化休闲/丽水电视台文化休闲频道/丽水电视台文化休闲
商丘教育频道	sqjytv	商丘教育频道/商丘教育/商丘教育台
衢州新闻综合	qztv_1	衢州新闻综合/衢州电视台一套/衢州电视台一/qztv1/衢州一台/衢州一/衢州新闻综合频道
钦州公共频道	qztvca2	钦州公共频道/钦州公共/钦州电视台公共频道/钦州电视台公共/钦州公共影视
热力音乐	reliyy	热力音乐
漯河教育台	lhjytv4	漯河教育台/漯河教育
长治新闻综合频道	cztvca1	长治新闻综合频道/长治新闻综合/长治电视台新闻综合频道/长治电视台新闻综合/长治tv1/长治新闻台/长治新闻/长治一台/长治一
绍兴县新闻综合	shaoxtv2	绍兴县新闻综合/绍兴县新闻综合频道/绍兴县新闻综合台
遂宁综合频道	uiningtv1	遂宁综合频道/遂宁综合/遂宁电视台综合频道/遂宁电视台综合/遂宁新闻频道/遂宁新闻/遂宁新闻台/遂宁综合台
雅安新闻综合频道	yaantv1	雅安新闻综合频道/雅安新闻综合/雅安电视台新闻综合频道/雅安电视台新闻综合/雅安综合/雅安综合台
内江城市公共频道	neijtv1	内江城市公共频道/内江城市公共/内江电视台城市公共频道/内江电视台城市公共/内江公共频道/内江公共/内江公共台
辽河一套	shlhtv1	辽河一套/辽河一/辽河电视台一套/辽河电视台一/辽河一台
辽河二套	sylhtv2	辽河二套/辽河二/辽河电视台二套/辽河电视台二/辽河二台
宿州四套	suzhtv4	宿州四套/宿州四/宿州电视台四套/宿州电视台四/宿州四台
六安都市生活频道	liuantv1	六安都市生活频道/六安都市生活/六安电视台都市生活频道/六安电视台都市生活/六安都市生活台
TV5	tv5	tv5/tv 5
溧水影视娱乐	lishuiys	溧水影视娱乐/溧水电视台影视娱乐频道/溧水电视台影视娱乐
睛彩重庆	jccq	睛彩重庆
渭南华山频道	weinanhs	渭南华山频道/渭南华山/渭南2/渭南二台/渭南二/渭南华山台
合肥都市频道	hfdushi	合肥都市频道/合肥都市
合肥财经频道	hefeitv4	合肥财经频道/合肥财经/合肥电视台财经频道/合肥电视台财经/合肥台4频道/合肥台4/合肥台财经频道/合肥台财经/合肥财经台
BTV卡酷少儿	btv10	btv卡酷少儿/北京电视台卡通频道/北京电视台卡通/btv10/btv10台/btv10套/btv卡通/btv卡通频道/btv卡通台/北京电视台十套/北京电视台十/北京十台/北京十/北京十套/北京台卡通频道/北京台卡通/btv10动画/卡酷动画/卡酷卫视/卡酷少儿/卡酷卡通/北京卡酷动画/北京卡酷/北京卡通/btv卡酷/北京少儿
福建新闻频道	fjtv4	福建新闻频道/福建新闻/福建电视台新闻频道/福建电视台新闻/福建tv4频道/福建tv4/福建电视新闻频道/福建电视新闻/福建台新闻频道/福建台新闻/fjtv4/福建4新闻/福建台新闻频道福建4新闻
厦门生活频道	xmtv3	厦门生活频道/厦门生活/厦门电视台生活频道/厦门电视台生活/厦门电视生活频道/厦门电视生活/厦门三套/厦门三/厦门3套/厦门3/xmtv3/厦门三台
厦门卫视欧洲	xmtv8	厦门卫视欧洲
漳州新闻综合	zztv1	漳州新闻综合/漳州新闻综合电视台频道/漳州新闻综合电视台/漳州 1套/漳州 1/漳州电视台一套/漳州电视台一/漳州市电视台一套/漳州市电视台一/漳州一套/漳州一/漳州一套黄金剧场/漳州1套/漳州1/漳州一台/漳州1台/zztv1/漳州黄金剧场
漳州公共频道	zztv2	漳州公共频道/漳州公共/漳州 2套/漳州 2/漳州电视台二套/漳州电视台二/漳州二套/漳州二/漳州二套魅力剧场/漳州市电视台二套/漳州市电视台二/漳州2套/漳州2/漳州二台/漳州2台/zztv2/漳州文化生活/漳州魅力剧场频道/漳州魅力剧场
天水公共频道	tstv2	天水公共频道/天水公共/天水电视台公共频道/天水电视台公共/天水公共电视台/天水公共电视/天水公共台
深视财经生活频道	sztv4	深视财经生活频道/深视财经生活/深圳电视台财经生活频道/深圳电视台财经生活/深视三套/深视三/深圳3套/深圳3/深圳3套财经生活频道/深圳3套财经生活/深圳财经生活频道/深圳财经生活/深圳三台/深圳三/深圳财经频道/深圳财经/深圳三套/深圳3台/深视财经频道/深视财经
深视体育健康频道	sztv6	深视体育健康频道/深视体育健康/深圳电视台体育健康频道/深圳电视台体育健康/深视5套体育健康频道/深视5套体育健康/深视五套/深视五/深圳5套/深圳5/深圳五台/深圳五/深视体育/深圳体育频道/深圳体育/深圳体育健康频道/深圳体育健康/深圳五套/深圳5台
广州影视频道	gztv4	广州影视频道/广州影视/广州电视台影视频道/广州电视台影视/广视影视频道/广视影视/广州影视台/广州电视剧/gztv4
佛山南海频道	gdfs4	佛山南海频道/佛山南海/佛山电视台南海频道/佛山电视台南海/佛山台南海频道/佛山台南海/广东佛山电视台南海频道/广东佛山电视台南海/gdfs4/南海频道/南海
中山导视频道	gdzs4	中山导视频道/中山导视/中山电视台导视频道/中山电视台导视
茂名公共频道	mmtv1	茂名公共频道/茂名公共/茂名电视台公共频道/茂名电视台公共/广东茂名电视台/广东茂名电视/茂名市电视台/茂名市电视/茂名电视台/茂名电视
TVS3综艺频道	nanfang3	tvs3综艺频道/tvs3综艺
TVS5少儿频道	nanfang5	tvs5少儿频道/tvs5少儿
贵州娱乐频道	guizoutv4	贵州娱乐频道/贵州娱乐/贵州电视台四频道/贵州电视台四/贵州大众生活频道/贵州大众生活/贵州电视台影视文艺频道/贵州电视台影视文艺/贵州台大众生活频道/贵州台大众生活/贵州影视文艺频道/贵州影视文艺/贵州4频道/贵州4/贵州四台/贵州四
贵州法制频道	guizoutv5	贵州法制频道/贵州法制/贵州电视台五频道/贵州电视台五/贵州5频道/贵州5/贵州第5频道/贵州第5/贵州台5频道/贵州台5/贵州五频道/贵州五/贵州第五频道/贵州第五/贵州五台
贵视法制频道	gytv3	贵视法制频道/贵视法制/贵阳电视台法制频道/贵阳电视台法制/贵视台法制频道/贵视台法制/贵阳3/贵阳三台/贵阳三
旅游卫视	tctc1	旅游卫视/旅游卫视频道/旅游卫星电视/旅游卫星频道/旅游卫星/海南卫视/海南旅游卫视/旅游台/旅游电视台/旅游tv/旅游电视
河北交通频道	hbjt	河北交通频道/河北交通
邢台公共娱乐频道	xttv3	邢台公共娱乐频道/邢台公共娱乐/邢台电视台公共娱乐频道/邢台电视台公共娱乐/邢台电视台3/邢台台公共频道/邢台台公共/xttv3/邢台三套/邢台三/邢台3套/邢台3/邢台娱乐频道/邢台娱乐/邢台公共
衡水公共频道	hsbtv2	衡水公共频道/衡水公共/衡水电视台公共频道/衡水电视台公共/衡水台公共频道/衡水台公共
河南民生频道	hntv3	河南民生频道/河南民生/河南电视台民生频道/河南电视台民生/河南三套/河南三/河南3套/河南3/河南民生台/hntv3/hntv3民生/河南电视台3/河南三台
